data_set,arch,forget_cls,method,budget_b,lambda,mask_mode,epochs_run,best_epoch,forget_acc,retain_acc,overall_acc,baseline_forget,baseline_retain,baseline_overall,forget_drop,retain_drop,score,time_s,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.001,1,structured,5,1,4.7,91.53,82.85,76,90.22,88.8,71.3,-1.31,72.61,81.3,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.001,2,random,5,5,11.9,90.11,82.29,76,90.22,88.8,64.1,0.11,63.99,84.5,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.001,2,structured,5,1,0,91.27,82.14,76,90.22,88.8,76,-1.04,77.04,81.8,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.003,1,random,5,5,2.8,89.37,80.71,76,90.22,88.8,73.2,0.86,72.34,84.3,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.003,1,structured,5,1,3.6,91.4,82.62,76,90.22,88.8,72.4,-1.18,73.58,81.3,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.003,2,random,5,4,0,84.39,75.95,76,90.22,88.8,76,5.83,70.17,84,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.003,2,structured,5,1,0,91.27,82.14,76,90.22,88.8,76,-1.04,77.04,81.4,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.005,1,random,5,5,0,81.18,73.06,76,90.22,88.8,76,9.04,66.96,84,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.005,1,structured,5,1,4,91.41,82.67,76,90.22,88.8,72,-1.19,73.19,81.2,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.005,2,random,5,3,0,83.5,75.15,76,90.22,88.8,76,6.72,69.28,83.8,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.005,2,structured,5,1,0,91.02,81.92,76,90.22,88.8,76,-0.8,76.8,80.4,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.01,1,random,5,3,0,84.19,75.77,76,90.22,88.8,76,6.03,69.97,83.4,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.01,1,structured,5,1,3.4,91.39,82.59,76,90.22,88.8,72.6,-1.17,73.77,79.8,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.01,2,random,5,2,0.5,88.47,79.67,76,90.22,88.8,75.5,1.76,73.74,82.1,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.01,2,structured,5,1,0,90.97,81.87,76,90.22,88.8,76,-0.74,76.74,80.3,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.02,0.1,random,5,5,15,91.42,83.78,76,90.22,88.8,61,-1.2,62.2,95,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.02,0.1,structured,5,2,0,81.5,73.35,76,90.22,88.8,76,8.72,67.28,38.9,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.02,0.15,random,5,5,3,90.74,81.97,76,90.22,88.8,73,-0.52,73.52,94.9,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.02,0.15,structured,5,2,0,76.3,68.67,76,90.22,88.8,76,13.92,62.08,38.1,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.02,0.25,random,5,5,0,86.82,78.14,76,90.22,88.8,76,3.4,72.6,94.1,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.02,0.25,structured,5,2,0,58.69,52.82,76,90.22,88.8,76,31.53,44.47,37.5,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.02,0.5,random,5,3,0,86.91,78.22,76,90.22,88.8,76,3.31,72.69,56.3,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.02,0.5,structured,5,1,21.1,91.41,84.38,76,90.22,88.8,54.9,-1.19,56.09,38.2,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.02,0.75,random,5,3,0,67.41,60.67,76,90.22,88.8,76,22.81,53.19,56.7,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.02,0.75,structured,5,1,8.1,91.23,82.92,76,90.22,88.8,67.9,-1.01,68.91,37.5,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.03,0.1,random,5,5,3,90.74,81.97,76,90.22,88.8,73,-0.52,73.52,94.3,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.03,0.1,structured,5,2,0,82.28,74.05,76,90.22,88.8,76,7.94,68.06,38.1,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.03,0.15,random,5,5,0,88.89,80,76,90.22,88.8,76,1.33,74.67,94,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.03,0.15,structured,5,2,0,78.03,70.23,76,90.22,88.8,76,12.19,63.81,37.8,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.03,0.25,random,5,4,0,85.7,77.13,76,90.22,88.8,76,4.52,71.48,74.5,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.03,0.25,structured,5,2,0,53.41,48.07,76,90.22,88.8,76,36.81,39.19,37.1,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.03,0.5,random,5,3,0,66.37,59.73,76,90.22,88.8,76,23.86,52.14,56.3,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.03,0.5,structured,5,1,18.2,91.39,84.07,76,90.22,88.8,57.8,-1.17,58.97,37.1,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.03,0.75,random,5,2,0,87.18,78.46,76,90.22,88.8,76,3.04,72.96,38.3,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.03,0.75,structured,5,1,5.8,91.28,82.73,76,90.22,88.8,70.2,-1.06,71.26,36.6,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.05,1,random,5,1,49.5,91.13,86.97,76,90.22,88.8,26.5,-0.91,27.41,82.6,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.05,1.5,random,5,1,47.5,91.13,86.77,76,90.22,88.8,28.5,-0.91,29.41,82,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.05,2,random,5,1,42.9,91.14,86.32,76,90.22,88.8,33.1,-0.92,34.02,81.5,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.05,2.5,random,5,1,47,90.97,86.57,76,90.22,88.8,29,-0.74,29.74,81.9,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.1,1,random,5,1,47.9,91.01,86.7,76,90.22,88.8,28.1,-0.79,28.89,82.6,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.1,1.5,random,5,1,38.4,91.24,85.96,76,90.22,88.8,37.6,-1.02,38.62,81.9,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.1,2,random,5,1,36.3,91.07,85.59,76,90.22,88.8,39.7,-0.84,40.54,81.3,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.1,2.5,random,5,1,31.7,91.11,85.17,76,90.22,88.8,44.3,-0.89,45.19,81.9,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.25,1,random,5,1,31.9,91.28,85.34,76,90.22,88.8,44.1,-1.06,45.16,81,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.25,1.5,random,5,1,21.8,90.71,83.82,76,90.22,88.8,54.2,-0.49,54.69,81.3,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.25,2,random,5,1,14.2,90.72,83.07,76,90.22,88.8,61.8,-0.5,62.3,80.4,
CIFAR10,ResNet-18,cat,PS-PCGrad,0.25,2.5,random,5,1,9.4,90.31,82.22,76,90.22,88.8,66.6,-0.09,66.69,81.2,
CIFAR10,ResNet-18,dog,GradientAscent,,,,5,1,0,77.51,69.76,81.9,89.57,88.8,81.9,12.06,69.84,10.5,
CIFAR10,ResNet-18,dog,LinearScalar,,1,,5,1,1.2,87.76,79.1,81.9,89.57,88.8,80.7,1.81,78.89,23.4,
CIFAR10,ResNet-18,dog,LinearScalar,,1.5,,5,1,1.6,87.38,78.8,81.9,89.57,88.8,80.3,2.19,78.11,23.7,
CIFAR10,ResNet-18,dog,LinearScalar,,2,,5,1,1.2,87.72,79.07,81.9,89.57,88.8,80.7,1.84,78.86,23.9,
CIFAR10,ResNet-18,dog,LinearScalar,,2.5,,5,1,1,87.44,78.8,81.9,89.57,88.8,80.9,2.12,78.78,24.4,
CIFAR10,ResNet-18,dog,PCGrad,,,,5,1,1.6,87.88,79.25,81.9,89.57,88.8,80.3,1.69,78.61,36.9,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.001,1,random,5,5,36,89.01,83.71,81.9,89.57,88.8,45.9,0.56,45.34,85,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.001,1,structured,5,1,10.1,89.89,81.91,81.9,89.57,88.8,71.8,-0.32,72.12,34.1,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.001,2,random,5,5,12.4,88.06,80.49,81.9,89.57,88.8,69.5,1.51,67.99,84.6,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.001,2,structured,5,1,0.1,89.96,80.97,81.9,89.57,88.8,81.8,-0.39,82.19,34.3,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.003,1,random,5,5,0.7,86.03,77.5,81.9,89.57,88.8,81.2,3.53,77.67,84.2,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.003,1,structured,5,1,7.6,90.01,81.77,81.9,89.57,88.8,74.3,-0.44,74.74,33.9,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.003,2,random,5,4,0,73.9,66.51,81.9,89.57,88.8,81.9,15.67,66.23,66.7,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.003,2,structured,5,1,0,90.18,81.16,81.9,89.57,88.8,81.9,-0.61,82.51,16.8,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.005,1,random,5,5,0,64.28,57.85,81.9,89.57,88.8,81.9,25.29,56.61,83.9,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.005,1,structured,5,1,6.6,89.81,81.49,81.9,89.57,88.8,75.3,-0.24,75.54,33.6,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.005,2,random,5,3,0,80.02,72.02,81.9,89.57,88.8,81.9,9.54,72.36,50.3,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.005,2,structured,5,1,0,90.21,81.19,81.9,89.57,88.8,81.9,-0.64,82.54,16.8,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.01,1,random,5,3,0,78.33,70.5,81.9,89.57,88.8,81.9,11.23,70.67,50.2,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.01,1,structured,5,1,5.7,90.09,81.65,81.9,89.57,88.8,76.2,-0.52,76.72,33.1,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.01,2,random,5,2,0,84.64,76.18,81.9,89.57,88.8,81.9,4.92,76.98,33.5,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.01,2,structured,5,1,0,89.68,80.71,81.9,89.57,88.8,81.9,-0.11,82.01,16.8,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.02,0.1,random,5,5,10.9,89.92,82.02,81.9,89.57,88.8,71,-0.36,71.36,94.1,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.02,0.1,structured,5,2,0,79.67,71.7,81.9,89.57,88.8,81.9,9.9,72,38.2,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.02,0.15,random,5,5,1.2,89.03,80.25,81.9,89.57,88.8,80.7,0.53,80.17,93.8,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.02,0.15,structured,5,2,0,72.59,65.33,81.9,89.57,88.8,81.9,16.98,64.92,38.5,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.02,0.25,random,5,5,0,81.94,73.75,81.9,89.57,88.8,81.9,7.62,74.28,94.3,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.02,0.25,structured,5,2,0,55.33,49.8,81.9,89.57,88.8,81.9,34.23,47.67,37.5,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.02,0.5,random,5,3,0,80.88,72.79,81.9,89.57,88.8,81.9,8.69,73.21,56.4,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.02,0.5,structured,5,1,25.9,89.78,83.39,81.9,89.57,88.8,56,-0.21,56.21,37.5,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.02,0.75,random,5,3,0,62.62,56.36,81.9,89.57,88.8,81.9,26.94,54.96,56.2,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.02,0.75,structured,5,1,13,89.91,82.22,81.9,89.57,88.8,68.9,-0.34,69.24,36.9,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.03,0.1,random,5,5,1.2,89.36,80.54,81.9,89.57,88.8,80.7,0.21,80.49,94.6,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.03,0.1,structured,5,2,0,82.04,73.84,81.9,89.57,88.8,81.9,7.52,74.38,37.7,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.03,0.15,random,5,5,0,85.39,76.85,81.9,89.57,88.8,81.9,4.18,77.72,93.7,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.03,0.15,structured,5,2,0,77.42,69.68,81.9,89.57,88.8,81.9,12.14,69.76,38,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.03,0.25,random,5,4,0,81.86,73.67,81.9,89.57,88.8,81.9,7.71,74.19,75.6,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.03,0.25,structured,5,2,0,49.04,44.14,81.9,89.57,88.8,81.9,40.52,41.38,37.6,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.03,0.5,random,5,3,0,66.98,60.28,81.9,89.57,88.8,81.9,22.59,59.31,55.7,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.03,0.5,structured,5,1,24.3,89.88,83.32,81.9,89.57,88.8,57.6,-0.31,57.91,37.7,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.03,0.75,random,5,2,0,83.89,75.5,81.9,89.57,88.8,81.9,5.68,76.22,37.2,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.03,0.75,structured,5,1,9.8,89.82,81.82,81.9,89.57,88.8,72.1,-0.26,72.36,37,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.05,1,random,5,1,53.3,89.31,85.71,81.9,89.57,88.8,28.6,0.26,28.34,34.3,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.05,1.5,random,5,1,54.1,89.7,86.14,81.9,89.57,88.8,27.8,-0.13,27.93,34.4,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.05,2,random,5,1,52.4,89.52,85.81,81.9,89.57,88.8,29.5,0.04,29.46,35.5,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.05,2.5,random,5,1,50.2,89.3,85.39,81.9,89.57,88.8,31.7,0.27,31.43,34.5,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.1,1,random,5,1,50,89.68,85.71,81.9,89.57,88.8,31.9,-0.11,32.01,34.5,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.1,1.5,random,5,1,47.6,89.59,85.39,81.9,89.57,88.8,34.3,-0.02,34.32,34.1,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.1,2,random,5,1,44.8,89.41,84.95,81.9,89.57,88.8,37.1,0.16,36.94,34,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.1,2.5,random,5,1,37.6,89.26,84.09,81.9,89.57,88.8,44.3,0.31,43.99,34,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.25,1,random,5,1,41.7,89.63,84.84,81.9,89.57,88.8,40.2,-0.07,40.27,34.2,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.25,1.5,random,5,1,30.3,88.97,83.1,81.9,89.57,88.8,51.6,0.6,51,34,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.25,2,random,5,1,22.6,88.78,82.16,81.9,89.57,88.8,59.3,0.79,58.51,34,
CIFAR10,ResNet-18,dog,PS-PCGrad,0.25,2.5,random,5,1,13.1,88.14,80.64,81.9,89.57,88.8,68.8,1.42,67.38,33.6,
CIFAR100,EfficientNet-B0,apple,GradientAscent,,,,25,3,0,47.71,47.23,91,74.85,75.01,91,27.14,63.86,12,
CIFAR100,EfficientNet-B0,apple,LinearScalar,,1,,25,3,0,62.78,62.15,91,74.85,75.01,91,12.07,78.93,13.8,
CIFAR100,EfficientNet-B0,apple,LinearScalar,,1.5,,25,3,0,64.52,63.87,91,74.85,75.01,91,10.33,80.67,13.8,
CIFAR100,EfficientNet-B0,apple,LinearScalar,,2,,25,3,0,65.34,64.69,91,74.85,75.01,91,9.51,81.49,13.4,
CIFAR100,EfficientNet-B0,apple,LinearScalar,,2.5,,25,3,0,65.56,64.9,91,74.85,75.01,91,9.29,81.71,13.3,
CIFAR100,EfficientNet-B0,apple,PCGrad,,,,25,3,0,62.67,62.04,91,74.85,75.01,91,12.18,78.82,14.2,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.001,1,random,25,1,75,72.27,72.3,91,74.85,75.01,16,2.58,13.42,19.1,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.001,1,structured,25,5,0,58.03,57.45,91,74.85,75.01,91,16.82,74.18,23.9,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.001,2,random,25,1,75,72.11,72.14,91,74.85,75.01,16,2.74,13.26,18.7,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.001,2,structured,25,4,0,48.61,48.12,91,74.85,75.01,91,26.24,64.76,19.4,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.003,1,random,25,1,75,72.12,72.15,91,74.85,75.01,16,2.73,13.27,19.7,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.003,1,structured,25,4,0,62.82,62.19,91,74.85,75.01,91,12.03,78.97,19,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.003,2,random,25,1,75,72.16,72.19,91,74.85,75.01,16,2.69,13.31,19.7,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.003,2,structured,25,3,0,58.82,58.23,91,74.85,75.01,91,16.03,74.97,14.3,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.005,1,random,25,1,75,71.94,71.97,91,74.85,75.01,16,2.91,13.09,18.9,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.005,1,structured,25,4,0,59.63,59.03,91,74.85,75.01,91,15.22,75.78,18.7,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.005,2,random,25,1,75,72.3,72.33,91,74.85,75.01,16,2.55,13.45,18.7,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.005,2,structured,25,3,0,55.47,54.92,91,74.85,75.01,91,19.37,71.63,14.4,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.01,1,random,25,1,75,72.28,72.31,91,74.85,75.01,16,2.57,13.43,19.2,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.01,1,structured,25,4,0,52.74,52.21,91,74.85,75.01,91,22.11,68.89,19.6,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.01,2,random,25,1,75,72.28,72.31,91,74.85,75.01,16,2.57,13.43,19.4,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.01,2,structured,25,3,0,48.85,48.36,91,74.85,75.01,91,26,65,14.4,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.02,0.1,random,25,1,75,72.15,72.18,91,74.85,75.01,16,2.7,13.3,19.4,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.02,0.1,structured,25,12,0,70.08,69.38,91,74.85,75.01,91,4.77,86.23,56.4,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.02,0.15,random,25,1,75,72.17,72.2,91,74.85,75.01,16,2.68,13.32,19.2,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.02,0.15,structured,25,9,0,68.55,67.86,91,74.85,75.01,91,6.3,84.7,42.8,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.02,0.25,random,25,1,75,72.07,72.1,91,74.85,75.01,16,2.78,13.22,18.7,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.02,0.25,structured,25,7,0,65.51,64.85,91,74.85,75.01,91,9.34,81.66,33.5,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.02,0.5,random,25,1,75,71.85,71.88,91,74.85,75.01,16,3,13,18.5,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.02,0.5,structured,25,5,0,61.68,61.06,91,74.85,75.01,91,13.17,77.83,23.1,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.02,0.75,random,25,1,75,72.07,72.1,91,74.85,75.01,16,2.78,13.22,18.8,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.02,0.75,structured,25,4,0,60.91,60.3,91,74.85,75.01,91,13.94,77.06,19.4,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.03,0.1,random,25,1,75,72.09,72.12,91,74.85,75.01,16,2.76,13.24,18.7,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.03,0.1,structured,25,11,0,70.78,70.07,91,74.85,75.01,91,4.07,86.93,51.8,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.03,0.15,random,25,1,75,72.09,72.12,91,74.85,75.01,16,2.76,13.24,18.7,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.03,0.15,structured,25,9,0,68.27,67.59,91,74.85,75.01,91,6.58,84.42,42.2,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.03,0.25,random,25,1,75,72.04,72.07,91,74.85,75.01,16,2.81,13.19,19,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.03,0.25,structured,25,6,0,68.51,67.82,91,74.85,75.01,91,6.34,84.66,28.3,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.03,0.5,random,25,1,75,72.04,72.07,91,74.85,75.01,16,2.81,13.19,18.7,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.03,0.5,structured,25,5,0,58.79,58.2,91,74.85,75.01,91,16.06,74.94,24.1,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.03,0.75,random,25,25,0,66.91,66.24,91,74.85,75.01,91,7.94,83.06,118.2,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.03,0.75,structured,25,4,0,57.6,57.02,91,74.85,75.01,91,17.25,73.75,18.5,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.05,1,random,25,13,0,64.76,64.11,91,74.85,75.01,91,10.09,80.91,61.9,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.05,1,structured,25,3,0,64.85,64.2,91,74.85,75.01,91,10,81,14.4,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.05,1.5,random,25,10,0,65.36,64.71,91,74.85,75.01,91,9.48,81.52,47.6,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.05,1.5,structured,25,3,0,55.76,55.2,91,74.85,75.01,91,19.09,71.91,14.6,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.05,2,random,25,8,0,62.56,61.93,91,74.85,75.01,91,12.29,78.71,38.9,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.05,2,structured,25,3,0,43.49,43.06,91,74.85,75.01,91,31.35,59.65,14.9,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.05,2.5,random,25,7,0,65.63,64.97,91,74.85,75.01,91,9.22,81.78,34.4,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.05,2.5,structured,25,2,8,67.64,67.04,91,74.85,75.01,83,7.21,75.79,14.4,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.1,1,random,25,8,0,67.09,66.42,91,74.85,75.01,91,7.76,83.24,38.2,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.1,1,structured,25,3,0,64.4,63.76,91,74.85,75.01,91,10.44,80.56,14.5,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.1,1.5,random,25,7,0,63.58,62.94,91,74.85,75.01,91,11.27,79.73,33.2,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.1,1.5,structured,25,3,0,54.1,53.56,91,74.85,75.01,91,20.75,70.25,14.4,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.1,2,random,25,6,0,60.27,59.67,91,74.85,75.01,91,14.58,76.42,28.5,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.1,2,structured,25,2,12,68.74,68.17,91,74.85,75.01,79,6.11,72.89,14.2,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.1,2.5,random,25,5,0,65.01,64.36,91,74.85,75.01,91,9.84,81.16,23.7,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.1,2.5,structured,25,2,7,67.62,67.01,91,74.85,75.01,84,7.23,76.77,14.4,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.25,1,random,25,6,0,61.19,60.58,91,74.85,75.01,91,13.66,77.34,28.6,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.25,1,structured,25,3,0,63.17,62.54,91,74.85,75.01,91,11.68,79.32,14.3,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.25,1.5,random,25,4,0,66.3,65.64,91,74.85,75.01,91,8.55,82.45,18.9,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.25,1.5,structured,25,3,0,50.41,49.91,91,74.85,75.01,91,24.43,66.57,14.5,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.25,2,random,25,4,0,61.88,61.26,91,74.85,75.01,91,12.97,78.03,18.6,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.25,2,structured,25,2,11,68.94,68.36,91,74.85,75.01,80,5.91,74.09,14.2,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.25,2.5,random,25,4,0,57.54,56.96,91,74.85,75.01,91,17.31,73.69,19,
CIFAR100,EfficientNet-B0,apple,PS-PCGrad,0.25,2.5,structured,25,2,0,65.82,65.16,91,74.85,75.01,91,9.03,81.97,9.2,
CIFAR100,EfficientNet-B0,apple+otter+seal,GradientAscent,,,,25,1,21.67,71.55,70.05,61.67,75.42,75.01,40,3.88,36.12,9.5,
CIFAR100,EfficientNet-B0,apple+otter+seal,LinearScalar,,1,,25,1,35.33,74.08,72.92,61.67,75.42,75.01,26.33,1.34,24.99,11.9,
CIFAR100,EfficientNet-B0,apple+otter+seal,LinearScalar,,1.5,,25,1,36.67,73.97,72.85,61.67,75.42,75.01,25,1.45,23.55,11.9,
CIFAR100,EfficientNet-B0,apple+otter+seal,LinearScalar,,2,,25,2,0,41.19,39.95,61.67,75.42,75.01,61.67,34.24,27.43,11.9,
CIFAR100,EfficientNet-B0,apple+otter+seal,LinearScalar,,2.5,,25,2,0,49.13,47.66,61.67,75.42,75.01,61.67,26.29,35.38,12.1,
CIFAR100,EfficientNet-B0,apple+otter+seal,PCGrad,,,,25,1,36,74.08,72.94,61.67,75.42,75.01,25.67,1.34,24.33,13.8,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.001,1,random,25,9,36,74.01,72.87,61.67,75.42,75.01,25.67,1.41,24.26,86.3,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.001,1,structured,25,2,7,53.16,51.78,61.67,75.42,75.01,54.67,22.26,32.41,21.5,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.001,2,random,25,25,6.67,55.39,53.93,61.67,75.42,75.01,55,20.03,34.97,178.9,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.001,2,structured,25,1,39.67,74.01,72.98,61.67,75.42,75.01,22,1.41,20.59,14.6,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.003,1,random,25,25,22.67,71.54,70.07,61.67,75.42,75.01,39,3.89,35.11,178.8,
